type,company,description,sku,diameter_in,weight_gr,sectional_density,name,product_name,bc_g1,bc_g7,bc_fn
rifle,Barnes,Barnes null 70gr TAC-X 30158,30158,0.224,70,0.199,,TAC-X,0.314,,
rifle,Barnes,Barnes null 62gr TAC-X 30156,30156,0.224,62,0.177,,TAC-X,0.287,,
rifle,Barnes,Barnes .224 55gr TAC-RRLP 30161,30161,0.224,55,0.157,,TAC-RRLP,0.225,,
rifle,Barnes,Barnes .243 85gr TSX Hunting 30212,30212,0.243,85,0.206,,TSX Hunting,0.333,,
rifle,Barnes,Barnes .243 80gr Tipped TSX Hunting 30208,30208,0.243,80,0.194,,Tipped TSX Hunting,0.331,,
rifle,Barnes,Barnes .243 105gr Match Burners 30206,30206,0.243,105,0.254,,Match Burners,0.511,,
rifle,Barnes,Barnes .243 68gr Match Burners 30205,30205,0.243,68,0.165,,Match Burners,0.267,,
rifle,Barnes,Barnes .243 72gr Varmin-a-tor 30210,30210,0.243,72,0.174,,Varmin-a-tor,0.208,,
rifle,Barnes,Barnes .243 58gr Varmin-a-tor 30207,30207,0.243,58,0.14,,Varmin-a-tor,0.173,,
rifle,Barnes,Barnes .243 62gr Varmint Grenade 30214,30214,0.243,62,0.15,,Varmint Grenade,0.199,,
rifle,Barnes,Barnes .257 80gr Tipped TSX Hunting 30218,30218,0.257,80,0.173,,Tipped TSX Hunting,0.316,,
rifle,Barnes,Barnes .257 100gr Tipped TSX Hunting 30220,30220,0.257,100,0.216,,Tipped TSX Hunting,0.357,,
rifle,Barnes,Barnes .257 115gr TSX Hunting 30224,30224,0.257,115,0.249,,TSX Hunting,0.335,,
rifle,Barnes,Barnes .257 100gr TSX Hunting 30222,30222,0.257,100,0.216,,TSX Hunting,0.336,,
rifle,Barnes,Barnes .264 130gr TSX Hunting 30246,30246,0.264,130,0.266,,TSX Hunting,0.365,,
rifle,Barnes,Barnes .264 120gr TSX Hunting 30244,30244,0.264,120,0.246,,TSX Hunting,0.381,,
rifle,Barnes,Barnes .264 127gr LRX Long Range Hunting 30228,30228,0.264,127,0.26,,LRX Long Range Hunting,0.468,,
rifle,Barnes,Barnes .264 120gr TAC-TX 30237,30237,0.264,120,0.246,,TAC-TX,0.412,,
rifle,Barnes,Barnes .264 100gr TAC-TX 30236,30236,0.264,100,0.205,,TAC-TX,0.359,,
rifle,Barnes,Barnes null 120gr TAC-X 30239,30239,0.264,120,0.246,,TAC-X,0.381,,
rifle,Barnes,Barnes .264 120gr Tipped TSX Hunting 30242,30242,0.264,120,0.246,,Tipped TSX Hunting,0.412,,
rifle,Barnes,Barnes .264 100gr Tipped TSX Hunting 30240,30240,0.264,100,0.205,,Tipped TSX Hunting,0.359,,
rifle,Barnes,Barnes .264 140gr Match Burners 30230,30230,0.264,140,0.287,,Match Burners,0.586,,
rifle,Barnes,Barnes .277 130gr TSX Hunting 30264,30264,0.277,130,0.242,,TSX Hunting,0.374,,
rifle,Barnes,Barnes .277 85gr TSX Hunting 30254,30254,0.277,85,0.158,,TSX Hunting,0.246,,
rifle,Barnes,Barnes .277 130gr Tipped TSX Hunting 30276,30276,0.277,130,0.242,,Tipped TSX Hunting,0.392,,
rifle,Barnes,Barnes .277 110gr Tipped TSX Hunting 30274,30274,0.277,110,0.205,,Tipped TSX Hunting,0.377,,
rifle,Barnes,Barnes .277 95gr Tipped TSX Hunting 30271,30271,0.277,95,0.177,,Tipped TSX Hunting,0.292,,
rifle,Barnes,Barnes .277 85gr MPG LF Frangible 30249,30249,0.277,85,0.158,,MPG LF Frangible,0.229,,
rifle,Barnes,Barnes .277 110gr TSX Hunting 30260,30260,0.277,110,0.205,,TSX Hunting,0.323,,
rifle,Barnes,Barnes .277 140gr TSX Hunting 30266,30266,0.277,140,0.261,,TSX Hunting,0.404,,
rifle,Barnes,Barnes .277 150gr TSX Hunting 30269,30269,0.277,150,0.279,,TSX Hunting,0.386,,
rifle,Barnes,Barnes null 85gr TAC-X 30257,30257,0.277,85,0.158,,TAC-X,0.246,,
rifle,Barnes,Barnes .277 85gr TAC-RRLP 30252,30252,0.277,85,0.158,,TAC-RRLP,0.229,,
rifle,Barnes,Barnes .277 95gr TAC-TX 30253,30253,0.277,95,0.177,,TAC-TX,0.292,,
rifle,Barnes,Barnes null 110gr TAC-X 30259,30259,0.277,110,0.205,,TAC-X,0.323,,
rifle,Barnes,Barnes .277 129gr LRX Long Range Hunting 30262,30262,0.277,129,0.24,,LRX Long Range Hunting,0.463,,
rifle,Barnes,Barnes .284 145gr LRX Long Range Hunting 30282,30282,0.284,145,0.257,,LRX Long Range Hunting,0.486,,
rifle,Barnes,Barnes .284 175gr TSX Hunting 30294,30294,0.284,175,0.31,,TSX Hunting,0.417,,
rifle,Barnes,Barnes .284 160gr TSX Hunting 30291,30291,0.284,160,0.283,,TSX Hunting,0.392,,
rifle,Barnes,Barnes .284 150gr TSX Hunting 30293,30293,0.284,150,0.266,,TSX Hunting,0.408,,
rifle,Barnes,Barnes .284 140gr TSX Hunting 30289,30289,0.284,140,0.248,,TSX Hunting,0.394,,
rifle,Barnes,Barnes .284 120gr TSX Hunting 30287,30287,0.284,120,0.213,,TSX Hunting,0.349,,
rifle,Barnes,Barnes .284 168gr LRX Long Range Hunting 30284,30284,0.284,168,0.298,,LRX Long Range Hunting,0.55,,
rifle,Barnes,Barnes .284 139gr LRX Long Range Hunting 30295,30295,0.284,139,0.246,,LRX Long Range Hunting,0.47,,
rifle,Barnes,Barnes .284 140gr Tipped TSX Hunting 30300,30300,0.284,140,0.248,,Tipped TSX Hunting,0.412,,
rifle,Barnes,Barnes .284 120gr Tipped TSX Hunting 30298,30298,0.284,120,0.213,,Tipped TSX Hunting,0.373,,
rifle,Barnes,Barnes .284 110gr Tipped TSX Hunting 30296,30296,0.284,110,0.195,,Tipped TSX Hunting,0.319,,
rifle,Barnes,Barnes .284 150gr Tipped TSX Hunting 30303,30303,0.284,150,0.266,,Tipped TSX Hunting,0.45,,
rifle,Barnes,Barnes .284 171gr Match Burners 30285,30285,0.284,171,0.303,,Match Burners,0.645,,
rifle,Barnes,Barnes .308 175gr Match Burners 30385,30385,0.308,175,0.264,,Match Burners,0.521,,
rifle,Barnes,Barnes .308 155gr Match Burners 30381,30381,0.308,155,0.233,,Match Burners,0.467,,
rifle,Barnes,Barnes .308 180gr Tipped TSX Hunting 30372,30372,0.308,180,0.271,,Tipped TSX Hunting,0.484,,
rifle,Barnes,Barnes .308 168gr Tipped TSX Hunting 30370,30370,0.308,168,0.253,,Tipped TSX Hunting,0.47,,
rifle,Barnes,Barnes .308 165gr Tipped TSX Hunting 30368,30368,0.308,165,0.248,,Tipped TSX Hunting,0.442,,
rifle,Barnes,Barnes .308 110gr Tipped TSX Hunting 30362,30362,0.308,110,0.166,,Tipped TSX Hunting,0.295,,
rifle,Barnes,Barnes .308 130gr Tipped TSX Hunting 30364,30364,0.308,130,0.196,,Tipped TSX Hunting,0.35,,
rifle,Barnes,Barnes .308 150gr Tipped TSX Hunting 30366,30366,0.308,150,0.226,,Tipped TSX Hunting,0.42,,
rifle,Barnes,Barnes .308 200gr LRX Long Range Hunting 30374,30374,0.308,200,0.301,,LRX Long Range Hunting,0.546,,
rifle,Barnes,Barnes .308 175gr LRX Long Range Hunting 30318,30318,0.308,175,0.264,,LRX Long Range Hunting,0.508,,
rifle,Barnes,Barnes .308 150gr MPG LF Frangible 30331,30331,0.308,150,0.226,,MPG LF Frangible,0.357,,
rifle,Barnes,Barnes .308 150gr TSX Hunting 30347,30347,0.308,150,0.226,,TSX Hunting,0.369,,
rifle,Barnes,Barnes .308 130gr TSX Hunting 30345,30345,0.308,130,0.196,,TSX Hunting,0.34,,
rifle,Barnes,Barnes .308 110gr TSX Hunting 30341,30341,0.308,110,0.166,,TSX Hunting,0.264,,
rifle,Barnes,Barnes .308 200gr TSX Hunting 30356,30356,0.308,200,0.301,,TSX Hunting,0.423,,
rifle,Barnes,Barnes .308 150gr TSX Hunting 30334,30334,0.308,150,0.226,,TSX Hunting,0.184,,
rifle,Barnes,Barnes .308 165gr TSX Hunting 30349,30349,0.308,165,0.248,,TSX Hunting,0.398,,
rifle,Barnes,Barnes .308 168gr TSX Hunting 30351,30351,0.308,168,0.253,,TSX Hunting,0.404,,
rifle,Barnes,Barnes .308 180gr TSX Hunting 30353,30353,0.308,180,0.271,,TSX Hunting,0.453,,
rifle,Barnes,Barnes .308 110gr TAC-TX 30358,30358,0.308,110,0.166,,TAC-TX,0.295,,
rifle,Barnes,Barnes .308 110gr TAC-TX 30321,30321,0.308,110,0.166,,TAC-TX,0.289,,
rifle,Barnes,Barnes .308 168gr TAC-TX 30359,30359,0.308,168,0.253,,TAC-TX,0.47,,
rifle,Barnes,Barnes .308 150gr TAC-RRLP 30313,30313,0.308,150,0.226,,TAC-RRLP,0.357,,
rifle,Barnes,Barnes null 110gr TAC-X 30336,30336,0.308,110,0.166,,TAC-X,0.264,,
rifle,Barnes,Barnes null 150gr TAC-X 30337,30337,0.308,150,0.226,,TAC-X,0.369,,
rifle,Barnes,Barnes .308 120gr TAC-TX 30320,30320,0.308,120,0.181,,TAC-TX,0.358,,
rifle,Barnes,Barnes .338 168gr TAC-X 30338,30338,0.308,168,0.253,,TAC-X,0.404,,
rifle,Barnes,Barnes .31 108gr TAC-RRLP 30390,30390,0.31,108,0.161,,TAC-RRLP,0.243,,
rifle,Barnes,Barnes .31 123gr TAC-X 30387,30387,0.31,123,0.183,,TAC-X,0.275,,
rifle,Barnes,Barnes .31 123gr TSX Hunting 30391,30391,0.31,123,0.183,,TSX Hunting,0.275,,
rifle,Barnes,Barnes .31 108gr MPG LF Frangible 30388,30388,0.31,108,0.161,,MPG LF Frangible,0.243,,
rifle,Barnes,Barnes .311 150gr TSX Hunting 30393,30393,0.311,150,0.222,,TSX Hunting,0.322,,
rifle,Barnes,Barnes .323 180gr TSX Hunting 30396,30396,0.323,180,0.246,,TSX Hunting,0.381,,
rifle,Barnes,Barnes .323 200gr TSX Hunting 30398,30398,0.323,200,0.274,,TSX Hunting,0.421,,
rifle,Barnes,Barnes .323 160gr Tipped TSX Hunting 30400,30400,0.323,160,0.219,,Tipped TSX Hunting,0.4,,
rifle,Barnes,Barnes .338 185gr Tipped TSX Hunting 30426,30426,0.338,185,0.231,,Tipped TSX Hunting,0.432,,
rifle,Barnes,Barnes .338 160gr Tipped TSX Hunting 30424,30424,0.338,160,0.2,,Tipped TSX Hunting,0.342,,
rifle,Barnes,Barnes .338 225gr Tipped TSX Hunting 30430,30430,0.338,225,0.281,,Tipped TSX Hunting,0.514,,
rifle,Barnes,Barnes .338 210gr Tipped TSX Hunting 30428,30428,0.338,210,0.263,,Tipped TSX Hunting,0.482,,
rifle,Barnes,Barnes .338 280gr LRX Long Range Hunting 30432,30432,0.338,280,0.35,,LRX Long Range Hunting,0.667,,
rifle,Barnes,Barnes .338 265gr LRX Long Range Hunting 30434,30434,0.338,265,0.331,,LRX Long Range Hunting,0.575,,
rifle,Barnes,Barnes .338 250gr LRX Long Range Hunting 31150,31150,0.338,250,0.313,,LRX Long Range Hunting,0.602,,
rifle,Barnes,Barnes .338 185gr TSX Hunting 30408,30408,0.338,185,0.231,,TSX Hunting,0.352,,
rifle,Barnes,Barnes .338 285gr TSX Hunting 30417,30417,0.338,285,0.356,,TSX Hunting,0.585,,
rifle,Barnes,Barnes .338 250gr TSX Hunting 30415,30415,0.338,250,0.313,,TSX Hunting,0.425,,
rifle,Barnes,Barnes .338 225gr TSX Hunting 30412,30412,0.338,225,0.281,,TSX Hunting,0.386,,
rifle,Barnes,Barnes .338 210gr TSX Hunting 30410,30410,0.338,210,0.263,,TSX Hunting,0.404,,
rifle,Barnes,Barnes .338 265gr TAC-TX 30419,30419,0.338,265,0.331,,TAC-TX,0.575,,
rifle,Barnes,Barnes .338 225gr TAC-TX 30420,30420,0.338,225,0.281,,TAC-TX,0.514,,
rifle,Barnes,Barnes .338 285gr TAC-X 30403,30403,0.338,285,0.356,,TAC-X,0.585,,
rifle,Barnes,Barnes .348 250gr Originals 30438,30438,0.348,250,0.295,,Originals,null,,
rifle,Barnes,Barnes .348 220gr Originals 30437,30437,0.348,220,0.26,,Originals,0.301,,
pistol,Barnes,Barnes .355 125gr TAC-XP 30446,30446,0.355,125,0.142,,TAC-XP,0.159,,
pistol,Barnes,Barnes .355 115gr TAC-XP 30442,30442,0.355,115,0.13,,TAC-XP,0.167,,
pistol,Barnes,Barnes .355 80gr TAC-XP 30440,30440,0.355,80,0.091,,TAC-XP,0.107,,
pistol,Barnes,Barnes .355 95gr TAC-XP 30444,30444,0.355,95,0.108,,TAC-XP,0.12,,
pistol,Barnes,Barnes .357 125gr TAC-XP 30451,30451,0.357,125,0.14,,TAC-XP,0.16,,
pistol,Barnes,Barnes .357 110gr TAC-XP 30449,30449,0.357,110,0.123,,TAC-XP,0.156,,
pistol,Barnes,Barnes .357 140gr XPB Hunting Handgun 30453,30453,0.357,140,0.157,,XPB Hunting Handgun,null,,
rifle,Barnes,Barnes .358 225gr TSX Hunting 30457,30457,0.358,225,0.251,,TSX Hunting,0.359,,
rifle,Barnes,Barnes .358 200gr TSX Hunting 30455,30455,0.358,200,0.223,,TSX Hunting,0.284,,
rifle,Barnes,Barnes .358 200gr Tipped TSX Hunting 30461,30461,0.358,200,0.223,,Tipped TSX Hunting,0.369,,
rifle,Barnes,Barnes .358 180gr Tipped TSX Hunting 30459,30459,0.358,180,0.201,,Tipped TSX Hunting,0.295,,
rifle,Barnes,Barnes .366 250gr Tipped TSX Hunting 30475,30475,0.366,250,0.267,,Tipped TSX Hunting,0.44,,
rifle,Barnes,Barnes .366 286gr Banded Solids 30467,30467,0.366,286,0.305,,Banded Solids,0.247,,
rifle,Barnes,Barnes .366 250gr TSX Hunting 30469,30469,0.366,250,0.267,,TSX Hunting,0.361,,
rifle,Barnes,Barnes .366 286gr TSX Hunting 30473,30473,0.366,286,0.305,,TSX Hunting,0.411,,
rifle,Barnes,Barnes .366 250gr Banded Solids 30466,30466,0.366,250,0.267,,Banded Solids,0.214,,
rifle,Barnes,Barnes .375 350gr TSX Hunting 30494,30494,0.375,350,0.356,,TSX Hunting,0.425,,
rifle,Barnes,Barnes .375 300gr TSX Hunting 30491,30491,0.375,300,0.305,,TSX Hunting,0.357,,
rifle,Barnes,Barnes .375 270gr TSX Hunting 30489,30489,0.375,270,0.274,,TSX Hunting,0.326,,
rifle,Barnes,Barnes .375 235gr TSX Hunting 30486,30486,0.375,235,0.239,,TSX Hunting,0.27,,
rifle,Barnes,Barnes .375 255gr Originals 30497,30497,0.375,255,0.259,,Originals,0.29,,
rifle,Barnes,Barnes .375 255gr Originals 30496,30496,0.375,255,0.259,,Originals,0.29,,
rifle,Barnes,Barnes .375 270gr LRX Long Range Hunting 30483,30483,0.375,270,0.274,,LRX Long Range Hunting,0.449,,
rifle,Barnes,Barnes .375 250gr Tipped TSX Hunting 30484,30484,0.375,250,0.254,,Tipped TSX Hunting,0.424,,
rifle,Barnes,Barnes .377 255gr Originals 30498,30498,0.377,255,0.256,,Originals,0.29,,
pistol,Barnes,Barnes .4 155gr TAC-XP 30504,30504,0.4,155,0.138,,TAC-XP,0.189,,
pistol,Barnes,Barnes .4 140gr TAC-XP 30502,30502,0.4,140,0.125,,TAC-XP,0.128,,
pistol,Barnes,Barnes .4 125gr TAC-XP 30500,30500,0.4,125,0.112,,TAC-XP,0.113,,
pistol,Barnes,Barnes .41 180gr XPB Hunting Handgun 30512,30512,0.41,180,0.153,,XPB Hunting Handgun,0.126,,
rifle,Barnes,Barnes .411 300gr TSX Hunting 30516,30516,0.411,300,0.254,,TSX Hunting,0.281,,
rifle,Barnes,Barnes .416 400gr TSX Hunting 30532,30532,0.416,400,0.33,,TSX Hunting,0.392,,
rifle,Barnes,Barnes .416 350gr TSX Hunting 30529,30529,0.416,350,0.289,,TSX Hunting,0.345,,
rifle,Barnes,Barnes .416 300gr TSX Hunting 30527,30527,0.416,300,0.248,,TSX Hunting,0.298,,
rifle,Barnes,Barnes .416 350gr Tipped TSX Hunting 30519,30519,0.416,350,0.289,,Tipped TSX Hunting,0.444,,
rifle,Barnes,Barnes .416 400gr Banded Solids 30526,30526,0.416,400,0.33,,Banded Solids,0.261,,
rifle,Barnes,Barnes .416 350gr Banded Solids 30520,30520,0.416,350,0.289,,Banded Solids,0.217,,
rifle,Barnes,Barnes .422 400gr Banded Solids 30536,30536,0.422,400,0.321,,Banded Solids,0.261,,
rifle,Barnes,Barnes .422 400gr TSX Hunting 30537,30537,0.422,400,0.321,,TSX Hunting,0.378,,
pistol,Barnes,Barnes .429 225gr XPB Hunting Handgun 30543,30543,0.429,225,0.175,,XPB Hunting Handgun,0.166,,
pistol,Barnes,Barnes .429 200gr XPB Hunting Handgun 30541,30541,0.429,200,0.155,,XPB Hunting Handgun,0.138,,
pistol,Barnes,Barnes .429 300gr Buster 30545,30545,0.429,300,0.233,,Buster,0.241,,
pistol,Barnes,Barnes .429 200gr TAC-XP 30539,30539,0.429,200,0.155,,TAC-XP,0.138,,
pistol,Barnes,Barnes .451 160gr TAC-XP 30550,30550,0.451,160,0.112,,TAC-XP,0.133,,
pistol,Barnes,Barnes .451 325gr Buster 30572,30572,0.451,325,0.228,,Buster,0.206,,
pistol,Barnes,Barnes .451 185gr TAC-XP 30552,30552,0.451,185,0.13,,TAC-XP,0.167,,
pistol,Barnes,Barnes .451 275gr XPB Hunting Handgun 30548,30548,0.451,275,0.193,,XPB Hunting Handgun,0.215,,
pistol,Barnes,Barnes .451 200gr XPB Hunting Handgun 30554,30554,0.451,200,0.14,,XPB Hunting Handgun,0.16,,
pistol,Barnes,Barnes .451 250gr XPB Hunting Handgun 30562,30562,0.451,250,0.176,,XPB Hunting Handgun,0.141,,
pistol,Barnes,Barnes .451 225gr XPB Hunting Handgun 30558,30558,0.451,225,0.158,,XPB Hunting Handgun,0.146,,
pistol,Barnes,Barnes .451 200gr XPB Hunting Handgun 30556,30556,0.451,200,0.14,,XPB Hunting Handgun,null,,
rifle,Barnes,Barnes .451 275gr TSX Hunting 30628,30628,0.451,275,0.193,,TSX Hunting,0.215,,
rifle,Barnes,Barnes .458 250gr TSX Hunting 30629,30629,0.458,250,0.17,,TSX Hunting,0.136,,
rifle,Barnes,Barnes .458 300gr TSX Hunting 30630,30630,0.458,300,0.204,,TSX Hunting,0.163,,
rifle,Barnes,Barnes .458 500gr TSX Hunting 30622,30622,0.458,500,0.341,,TSX Hunting,0.412,,
rifle,Barnes,Barnes .458 450gr TSX Hunting 30619,30619,0.458,450,0.306,,TSX Hunting,0.369,,
rifle,Barnes,Barnes .458 350gr TSX Hunting 30617,30617,0.458,350,0.238,,TSX Hunting,0.278,,
rifle,Barnes,Barnes .458 300gr TSX Hunting 30615,30615,0.458,300,0.204,,TSX Hunting,0.234,,
rifle,Barnes,Barnes .458 300gr Tipped TSX Hunting 30642,30642,0.458,300,0.204,,Tipped TSX Hunting,0.236,,
rifle,Barnes,Barnes .458 400gr Originals 30614,30614,0.458,400,0.272,,Originals,0.302,,
rifle,Barnes,Barnes .458 400gr Originals 30613,30613,0.458,400,0.272,,Originals,0.389,,
rifle,Barnes,Barnes .458 300gr Originals 30612,30612,0.458,300,0.204,,Originals,0.227,,
rifle,Barnes,Barnes .458 300gr Originals 30611,30611,0.458,300,0.204,,Originals,0.291,,
pistol,Barnes,Barnes .458 400gr Buster 30644,30644,0.458,400,0.272,,Buster,0.242,,
rifle,Barnes,Barnes .458 300gr TAC-TX 30640,30640,0.458,300,0.204,,TAC-TX,0.236,,
rifle,Barnes,Barnes .474 500gr Banded Solids 30649,30649,0.474,500,0.318,,Banded Solids,0.243,,
rifle,Barnes,Barnes .474 500gr TSX Hunting 30647,30647,0.474,500,0.318,,TSX Hunting,0.363,,
pistol,Barnes,Barnes .475 275gr XPB Hunting Handgun 30659,30659,0.475,275,0.174,,XPB Hunting Handgun,0.155,,
pistol,Barnes,Barnes .5 375gr XPB Hunting Handgun 30667,30667,0.5,375,0.214,,XPB Hunting Handgun,0.261,,
pistol,Barnes,Barnes .5 325gr XPB Hunting Handgun 30665,30665,0.5,325,0.186,,XPB Hunting Handgun,0.228,,
pistol,Barnes,Barnes .5 275gr XPB Hunting Handgun 30663,30663,0.5,275,0.157,,XPB Hunting Handgun,0.141,,
pistol,Barnes,Barnes .5 400gr Buster 30672,30672,0.5,400,0.229,,Buster,0.22,,
rifle,Barnes,Barnes .504 525gr Banded Solids 30685,30685,0.504,525,0.295,,Banded Solids,0.267,,
rifle,Barnes,Barnes .505 525gr TSX Hunting 30688,30688,0.505,525,0.294,,TSX Hunting,0.32,,
rifle,Barnes,Barnes .509 570gr TSX Hunting 30692,30692,0.509,570,0.314,,TSX Hunting,0.369,,
rifle,Barnes,Barnes .509 570gr Banded Solids 30690,30690,0.509,570,0.314,,Banded Solids,0.243,,
rifle,Barnes,Barnes .51 300gr Originals 30682,30682,0.51,300,0.165,,Originals,0.183,,
rifle,Barnes,Barnes .51 750gr Banded Solids 30703,30703,0.51,750,0.412,,Banded Solids,1.07,,
rifle,Barnes,Barnes .51 800gr Banded Solids 30707,30707,0.51,800,0.439,,Banded Solids,1.095,,
rifle,Barnes,Barnes .51 535gr Banded Solids 30694,30694,0.51,535,0.294,,Banded Solids,0.238,,
rifle,Barnes,Barnes .51 647gr TSX Hunting 30700,30700,0.51,647,0.355,,TSX Hunting,0.572,,
rifle,Barnes,Barnes .51 750gr TAC-LR 30705,30705,0.51,750,0.412,,TAC-LR,0.766,,
rifle,Barnes,Barnes .51 450gr Originals 30683,30683,0.51,450,0.247,,Originals,0.274,,
rifle,Barnes,Barnes .51 750gr TAC-LR 30702,30702,0.51,750,0.412,,TAC-LR,1.07,,
rifle,Barnes,Barnes .51 647gr TAC-X 30695,30695,0.51,647,0.355,,TAC-X,0.572,,
rifle,Barnes,Barnes .583 750gr TSX Hunting 30712,30712,0.583,750,0.315,,TSX Hunting,0.402,,
rifle,Barnes,Barnes .583 750gr Banded Solids 30713,30713,0.583,750,0.315,,Banded Solids,0.257,,
rifle,Barnes,Barnes .618 900gr Banded Solids 30714,30714,0.618,900,0.337,,Banded Solids,0.38,,
rifle,Berger,Berger .172 25gr FB Varmint 17308,17308,0.172,25,0.121,,FB Varmint,0.152,,
rifle,Berger,Berger .204 55gr Long Range BT Varmint 20306,20306,0.204,55,0.189,,Long Range BT Varmint,0.354,0.182,
rifle,Berger,Berger .204 40gr BT Varmint 20304,20304,0.204,40,0.137,,BT Varmint,0.227,0.116,
rifle,Berger,Berger .204 35gr FB Varmint 20303,20303,0.204,35,0.12,,FB Varmint,0.179,,
rifle,Berger,Berger .224 40gr FB Varmint 22303,22303,0.224,40,0.114,,FB Varmint,0.151,,
rifle,Berger,Berger .224 55gr FB Varmint 22311,22311,0.224,55,0.157,,FB Varmint,0.209,,
rifle,Berger,Berger .224 77gr OTM Tactical 22101,22101,0.224,77,0.219,,OTM Tactical,0.374,0.192,
rifle,Berger,Berger .224 90gr VLD Target 22423,22423,0.224,90,0.256,,VLD Target,0.534,0.274,
rifle,Berger,Berger .224 60gr FB Varmint 22312,22312,0.224,60,0.171,,FB Varmint,0.271,,
rifle,Berger,Berger .224 52gr FB Varmint 22309,22309,0.224,52,0.148,,FB Varmint,0.201,,
rifle,Berger,Berger .224 64gr FB Varmint 22316,22316,0.224,64,0.182,,FB Varmint,0.287,,
rifle,Berger,Berger .224 52gr FB Target 22408,22408,0.224,52,0.148,,FB Target,0.235,,
rifle,Berger,Berger .224 55gr FB Target 22410,22410,0.224,55,0.157,,FB Target,0.254,,
rifle,Berger,Berger .224 70gr VLD Target 22418,22418,0.224,70,0.199,,VLD Target,0.374,0.191,
rifle,Berger,Berger .224 73gr BT Target 22420,22420,0.224,73,0.208,,BT Target,0.348,0.178,
rifle,Berger,Berger .224 75gr VLD Target 22421,22421,0.224,75,0.214,,VLD Target,0.421,0.216,
rifle,Berger,Berger .224 80gr VLD Target 22422,22422,0.224,80,0.228,,VLD Target,0.455,0.233,
rifle,Berger,Berger .224 80.5gr FULLBORE Target 22427,22427,0.224,80.5,0.229,,FULLBORE Target,0.441,0.226,
rifle,Berger,Berger .224 82gr Long Range BT Target 22424,22424,0.224,82,0.233,,Long Range BT Target,0.44,0.225,
rifle,Berger,Berger .243 108gr BT Target 24431,24431,0.243,108,0.261,,BT Target,0.522,0.268,
rifle,Berger,Berger .243 BR Column Target 24407,24407,0.243,,0.155,,BR Column Target,0.231,,
rifle,Berger,Berger .243 62gr Euwin BR Target 24404,24404,0.243,62,0.15,,Euwin BR Target,0.226,,
rifle,Berger,Berger .243 95gr VLD Hunting 24527,24527,0.243,95,0.23,,VLD Hunting,0.467,0.239,
rifle,Berger,Berger .243 69gr High BC FB Varmint 24313,24313,0.243,69,0.167,,High BC FB Varmint,0.289,,
rifle,Berger,Berger .243 80gr FB Varmint 24321,24321,0.243,80,0.194,,FB Varmint,0.3,,
rifle,Berger,Berger .243 88gr High BC FB Varmint 24323,24323,0.243,88,0.213,,High BC FB Varmint,0.38,,
